,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,property_type,room_type,bedrooms,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,price,price_avg,price_std,beds,accommodates,reviews_per_month,availability_60,availability_90,availability_365,revenue,booking_rate,bathrooms_text,price_per_person,accom_per_bed,price_surge_percent,price_std_percent
1096,"Amsterdam, Netherlands",within an hour,100.0,100.0,f,De Pijp,4,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,1.0,3,65,t,3,56,7,1,4.57,4.69,4.46,4.34,4.65,4.75,4.38,t,201.94520547945206,201.94520547945206,7.715565847364982,1.0,2.0,0.67,3,3,13,8.164383561643836,3.5616438356164384,1 bath,100.97260273972603,2.0,0.0,3.8206234354744515
1097,"Amsterdam, Netherlands",within a day,100.0,70.0,f,host neighbourhood not available,3,"['email', 'phone', 'work_email']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,1.0,3,1125,t,0,25,4,2,4.88,4.88,4.96,4.92,5.0,4.83,4.83,f,182.12328767123287,182.12328767123287,11.300035502083023,1.0,2.0,0.3,0,0,0,0.0,0.0,1.5 baths,91.06164383561644,2.0,0.0,6.204607684483345
1098,"Amsterdam, Netherlands",within a day,100.0,79.0,f,Oud-West,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire townhouse,Entire home/apt,4.0,2,1125,t,0,70,12,2,4.81,4.84,4.67,4.97,4.93,4.78,4.62,f,505.6356164383562,505.6356164383562,27.82601641490935,5.0,6.0,0.84,0,0,13,20.534246575342465,3.5616438356164384,2.5 baths,84.27260273972603,1.2,0.0,5.5031757080153625
1099,"Amsterdam, Netherlands",within an hour,100.0,77.0,f,host neighbourhood not available,2,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,2.0,3,31,t,7,261,34,4,4.91,4.91,4.95,4.98,4.96,4.96,4.69,f,217.05479452054794,217.05479452054794,38.252662914904214,2.0,4.0,3.06,7,13,45,29.09041095890411,12.32876712328767,1 bath,54.263698630136986,2.0,0.0,17.62350516117392
1100,"Nijmegen, Netherlands",response not available,94.96734148204736,80.17012104128669,f,Oosterparkbuurt,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,2.0,3,1125,t,0,42,0,0,4.81,4.88,4.71,4.95,4.88,4.67,4.74,f,164.3013698630137,164.3013698630137,9.040028401666417,2.0,4.0,0.49,0,0,0,0.0,0.0,1 bath,41.07534246575342,2.0,0.0,5.50210166184466
1101,"Amsterdam, Netherlands",within a few hours,100.0,70.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Amsterdam, NH, Netherlands",Entire rental unit,Entire home/apt,2.0,5,1125,t,0,30,5,2,4.93,4.9,4.93,4.9,4.97,4.72,4.62,f,148.4986301369863,148.4986301369863,9.36753355646549,2.0,3.0,0.36,0,0,0,0.0,0.0,1.5 baths,49.49954337899543,1.5,0.0,6.308161595715848
1102,"Amsterdam, Netherlands",response not available,94.96734148204736,80.17012104128669,f,De Pijp,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire condo,Entire home/apt,2.0,3,30,t,0,25,0,0,5.0,4.92,5.0,4.96,5.0,4.92,4.84,f,280.0,280.0,0.0,2.0,4.0,0.29,0,0,0,0.0,0.0,1 bath,70.0,2.0,0.0,0.0
1103,"Amsterdam, Netherlands",within an hour,100.0,100.0,f,Grachtengordel,4,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,2.0,2,300,t,0,41,10,1,4.68,4.68,4.39,4.83,4.88,4.85,4.44,t,273.8301369863014,273.8301369863014,37.02180336547279,2.0,4.0,0.49,4,22,22,17.55890410958904,6.027397260273973,1 bath,68.45753424657535,2.0,0.0,13.519988622481257
1104,"Amsterdam, Netherlands",within an hour,100.0,73.0,f,host neighbourhood not available,1,"['email', 'phone', 'work_email']",t,neighbourhood not available,Entire condo,Entire home/apt,2.0,6,30,t,0,49,7,0,4.86,4.9,4.9,4.94,4.9,4.63,4.81,f,175.0,175.0,0.0,2.0,3.0,0.58,0,0,0,0.0,0.0,1 bath,58.333333333333336,1.5,0.0,0.0
1105,"Amsterdam, Netherlands",response not available,94.96734148204736,60.0,f,Oud-West,1,"['email', 'phone', 'work_email']",t,"Amsterdam, Noord-Holland, Netherlands",Entire home,Entire home/apt,6.0,3,31,t,0,38,0,0,4.89,4.92,4.97,4.95,4.97,4.87,4.76,f,550.0,550.0,0.0,8.0,4.0,0.47,0,0,0,0.0,0.0,3.5 baths,137.5,0.5,0.0,0.0
1106,"Amsterdam, Netherlands",within a day,67.0,18.0,f,Oud-West,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,3,1125,t,0,61,4,0,4.73,4.84,4.39,4.98,4.96,4.86,4.63,f,128.45205479452054,128.45205479452054,11.992489746781514,1.0,2.0,0.71,1,1,29,13.383561643835616,7.9452054794520555,1 bath,64.22602739726027,2.0,0.0,9.336160301962789
1107,"Amsterdam, Netherlands",within an hour,100.0,100.0,f,Jordaan,2,['phone'],t,"Amsterdam, Noord-Holland, Netherlands",Private room in bed and breakfast,Private room,1.60261477652782,1,1125,t,3,198,6,1,4.69,4.73,4.78,4.81,4.77,4.84,4.52,t,172.18356164383562,172.18356164383562,48.35828682720536,2.0,3.0,2.39,8,19,112,49.11232876712329,30.684931506849317,1 private bath,57.394520547945206,1.5,0.0,28.08530986670797
1108,"Amsterdam, Netherlands",within an hour,100.0,100.0,t,Westelijke Eilanden,1,"['email', 'phone', 'work_email']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,1.0,3,1125,t,3,157,22,1,4.98,4.98,4.99,4.99,4.99,4.94,4.87,f,183.92876712328768,183.92876712328768,7.803941654316197,2.0,4.0,1.93,4,16,124,61.62465753424657,33.97260273972603,1 bath,45.98219178082192,2.0,0.0,4.242915220045598
1109,"Amsterdam, Netherlands",within an hour,100.0,99.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Boat,Entire home/apt,1.0,2,1125,t,2,274,62,6,4.93,4.94,4.93,4.98,4.97,4.98,4.74,f,260.0,260.0,0.0,1.0,2.0,3.36,3,16,223,158.84931506849315,61.09589041095891,1 bath,130.0,2.0,0.0,0.0
1110,"Amsterdam, Netherlands",within a day,67.0,40.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,2.0,2,1125,t,3,34,1,0,4.48,4.45,4.58,4.76,4.85,4.48,4.09,f,265.16438356164383,265.16438356164383,48.59651484887441,1.0,4.0,0.4,3,7,33,37.032876712328765,9.04109589041096,1.5 baths,66.29109589041096,4.0,0.0,18.326939008977796
1111,"Amsterdam, Netherlands",response not available,94.96734148204736,80.17012104128669,f,host neighbourhood not available,2,"['email', 'phone']",t,"Amsterdam, North Holland, Netherlands",Entire rental unit,Entire home/apt,2.0,2,1125,t,0,31,0,0,4.42,4.45,4.06,4.77,4.71,4.23,4.16,f,200.0,200.0,0.0,3.0,4.0,0.43,0,0,0,0.0,0.0,1 bath,50.0,1.3333333333333333,0.0,0.0
1112,"Amsterdam, Netherlands",response not available,94.96734148204736,83.0,f,Weesperbuurt en Plantage,1,['phone'],t,neighbourhood not available,Boat,Entire home/apt,1.0,6,1125,t,0,18,2,1,4.94,4.94,4.81,4.94,4.94,4.81,4.69,f,175.0,175.0,0.0,1.0,2.0,0.21,0,0,0,0.0,0.0,1 bath,87.5,2.0,0.0,0.0
1113,"Amsterdam, Netherlands",response not available,94.96734148204736,80.17012104128669,f,Oud-West,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,1.0,4,5,t,0,48,0,0,4.9,4.94,4.96,4.96,4.96,4.85,4.85,f,89.0,89.0,0.0,1.0,2.0,0.56,0,0,0,0.0,0.0,1 bath,44.5,2.0,0.0,0.0
1114,"Amsterdam, Netherlands",within a day,100.0,82.0,t,Jordaan,2,"['email', 'phone']",f,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,1125,t,0,44,8,0,4.98,4.98,4.98,4.98,4.98,4.95,4.8,f,149.0,149.0,0.0,1.944640753828033,2.0,0.52,0,0,0,0.0,0.0,1 bath,74.5,1.782319352428867,0.0,0.0
1115,"Amsterdam, Netherlands",response not available,94.96734148204736,67.0,f,Jordaan,2,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,3,20,t,0,18,0,0,5.0,5.0,5.0,4.88,5.0,5.0,4.94,f,150.0,150.0,0.0,1.0,2.0,0.21,0,0,0,0.0,0.0,1 bath,75.0,2.0,0.0,0.0
1116,"Nieuwendam, Netherlands",within an hour,89.0,100.0,f,Tuindorp Nieuwendam,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Private room in home,Private room,1.0,1,1125,t,1,391,35,2,4.55,4.77,4.48,4.85,4.82,4.49,4.55,t,50.0,50.0,0.0,1.0,2.0,4.67,1,9,165,22.602739726027398,45.20547945205479,1.5 shared baths,25.0,2.0,0.0,0.0
1117,"Amsterdam, Netherlands",within a day,100.0,92.0,t,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.60261477652782,3,1125,t,0,44,8,1,4.77,4.95,4.7,4.81,4.91,4.67,4.53,f,95.0,95.0,0.0,1.0,2.0,0.58,0,0,0,0.0,0.0,1 bath,47.5,2.0,0.0,0.0
1118,"Amsterdam, Netherlands",within an hour,100.0,98.0,t,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Private room in home,Private room,1.0,2,1125,t,3,351,53,6,4.89,4.87,4.92,4.96,4.99,4.97,4.77,f,173.24109589041095,173.24109589041095,15.295153254591394,1.0,2.0,4.14,3,3,3,1.2356164383561643,0.821917808219178,1.5 baths,86.62054794520547,2.0,0.0,8.828825040605158
1119,"Amsterdam, Netherlands",within an hour,100.0,100.0,t,Amsterdam Centrum,3,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Private room in bed and breakfast,Private room,1.0,3,25,t,5,72,37,2,4.81,4.79,4.89,4.92,4.93,4.93,4.75,f,245.38630136986302,245.38630136986302,27.494481539550915,1.0,2.0,0.86,28,58,145,99.9013698630137,39.726027397260275,1.5 baths,122.69315068493151,2.0,0.0,11.204570665136417
1120,"Amsterdam, Netherlands",within a few hours,100.0,93.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,3,5,t,0,55,8,0,4.91,4.93,4.89,4.93,4.95,5.0,4.8,f,195.8904109589041,195.8904109589041,12.71362689780469,1.0,2.0,0.66,0,0,107,58.63013698630137,29.315068493150687,1 bath,97.94520547945206,2.0,0.0,6.490173171606591
1121,host location not available,within a few hours,100.0,92.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Room in boutique hotel,Private room,1.0,1,1125,t,7,107,59,6,4.65,4.66,4.58,4.84,4.74,4.82,4.5,f,935.6438356164383,935.6438356164383,965.1082808045713,4.0,6.0,1.34,26,56,85,122.05479452054794,23.28767123287671,1 bath,155.94063926940638,1.5,0.0,103.14910910183261
1122,"Amsterdam, Netherlands",within an hour,100.0,95.0,t,Frederik Hendrikbuurt,3,"['email', 'phone', 'work_email']",t,"Amsterdam, Noord-Holland, Netherlands",Entire loft,Entire home/apt,3.0,4,1125,t,0,8,0,0,5.0,5.0,5.0,5.0,5.0,4.75,4.63,f,325.0,325.0,0.0,4.0,4.0,0.1,0,0,0,0.0,0.0,3.5 baths,81.25,1.0,0.0,0.0
1123,"Amsterdam, Netherlands",response not available,94.96734148204736,80.17012104128669,f,Stadionbuurt,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,2.0,2,5,t,0,21,0,0,4.75,4.75,4.7,4.85,4.95,4.8,4.45,f,220.0,220.0,0.0,2.0,3.0,0.25,0,0,0,0.0,0.0,1 bath,73.33333333333333,1.5,0.0,0.0
1124,"Amsterdam, Netherlands",within an hour,100.0,100.0,t,De Pijp,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Private room in rental unit,Private room,1.0,2,14,t,0,219,33,2,4.61,4.8,4.59,4.74,4.31,4.82,4.59,t,99.0,99.0,0.0,1.0,2.0,2.58,1,1,176,47.73698630136986,48.21917808219178,1 private bath,49.5,2.0,0.0,0.0
1125,"Amsterdam, Netherlands",within an hour,100.0,100.0,t,Buiksloterham,4,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,3.0,2,350,t,3,345,50,2,4.73,4.76,4.51,4.81,4.77,4.31,4.51,t,522.1369863013699,522.1369863013699,2.476899140903282,20.0,16.0,4.21,12,27,232,331.54794520547944,63.561643835616444,3 baths,32.63356164383562,0.8,0.0,0.4743772622676555
1126,"Amsterdam, Netherlands",within an hour,100.0,100.0,f,host neighbourhood not available,2,"['email', 'phone']",f,"Amsterdam, NH, Netherlands",Entire rental unit,Entire home/apt,1.0,7,1125,t,1,48,8,3,4.96,4.96,4.94,5.0,5.0,4.73,4.83,f,217.0191780821918,217.0191780821918,27.822774377259215,2.0,2.0,0.6,9,16,35,22.835616438356166,9.58904109589041,1.5 baths,108.5095890410959,1.0,0.0,12.820421965989512
1127,"Amsterdam, Netherlands",response not available,94.96734148204736,80.17012104128669,f,Zeeburg,4,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire condo,Entire home/apt,2.0,7,1125,t,0,2,0,0,4.5,5.0,4.5,5.0,5.0,5.0,5.0,f,87.6054794520548,87.6054794520548,18.701911890356573,3.0,3.0,0.03,0,0,0,0.0,0.0,1 bath,29.201826484018266,1.0,0.0,21.347879159307446
1128,"Amsterdam, Netherlands",response not available,94.96734148204736,80.17012104128669,f,host neighbourhood not available,1,"['email', 'phone']",f,"Amsterdam, Noord-Holland, Netherlands",Entire loft,Entire home/apt,1.0,1,4,t,0,2,0,0,5.0,4.5,4.5,4.5,5.0,4.5,5.0,f,106.38356164383562,106.38356164383562,8.01240476617265,2.0,3.0,0.03,0,0,0,0.0,0.0,1.5 baths,35.461187214611876,1.5,0.0,7.53161921105593
1129,"Amsterdam, Netherlands",within an hour,100.0,100.0,f,Grachtengordel,1,"['email', 'phone']",f,"Amsterdam, Noord-Holland, Netherlands",Private room in rental unit,Private room,1.0,4,5,t,0,82,10,3,4.88,4.95,4.95,4.99,4.98,4.99,4.67,f,104.0,104.0,0.0,1.0,1.0,1.12,0,0,0,0.0,0.0,1.5 baths,104.0,1.0,0.0,0.0
1130,"Amsterdam, Netherlands",within a day,100.0,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,1.0,5,20,t,0,26,2,0,4.92,4.96,4.96,4.96,4.96,4.76,4.76,f,125.0,125.0,0.0,1.0,2.0,0.31,0,0,0,0.0,0.0,1.5 baths,62.5,2.0,0.0,0.0
1131,"Amsterdam, Netherlands",response not available,94.96734148204736,80.17012104128669,f,Oud-West,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,2.0,3,13,t,0,4,0,0,4.75,5.0,4.75,5.0,5.0,5.0,5.0,f,179.0,179.0,0.0,3.0,5.0,0.05,0,0,0,0.0,0.0,1 bath,35.8,1.6666666666666667,0.0,0.0
1132,"Amsterdam, Netherlands",a few days or more,0.0,50.0,f,Oud-West,1,"['email', 'phone', 'work_email']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,35,t,0,11,0,0,4.82,4.91,4.91,5.0,5.0,4.82,4.82,f,184.8027397260274,184.8027397260274,25.23830363743288,1.0,2.0,0.14,0,0,219,101.4,60.0,1 bath,92.4013698630137,2.0,0.0,13.656888244648869
1133,"Amsterdam, Netherlands",within an hour,100.0,75.0,f,Bos en Lommer,2,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,1.0,1,3,t,0,23,11,0,5.0,4.96,4.96,5.0,5.0,4.65,4.61,f,122.84931506849315,122.84931506849315,4.5200142008332085,1.0,2.0,0.28,0,0,0,0.0,0.0,1.5 baths,61.42465753424658,2.0,0.0,3.679315752239342
1134,"Amsterdam, Netherlands",within a day,100.0,0.0,f,Oud-West,1,"['email', 'phone']",f,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,1.0,5,1125,t,0,56,0,0,4.93,4.95,4.93,4.98,5.0,4.78,4.71,f,249.0,249.0,0.0,1.944640753828033,2.0,0.66,5,35,310,211.4794520547945,84.93150684931507,1.5 baths,124.5,1.782319352428867,0.0,0.0
1135,"Amsterdam, Netherlands",within an hour,100.0,88.0,t,Jordaan,2,"['email', 'phone', 'work_email']",t,"Amsterdam, Noord-Holland, Netherlands",Private room in condo,Private room,1.0,4,60,t,0,173,12,0,4.91,4.93,4.94,4.98,4.98,4.99,4.86,f,76.6027397260274,76.6027397260274,5.961736338147472,1.0,1.0,2.38,0,4,146,33.12328767123287,40.0,Private half-bath,76.6027397260274,1.0,0.0,7.7826672511581805
1136,"Amsterdam, Netherlands",within an hour,100.0,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire condo,Entire home/apt,1.0,2,14,t,0,5,5,2,5.0,5.0,5.0,5.0,5.0,5.0,4.8,f,193.65205479452055,193.65205479452055,22.86695940226156,1.0,2.0,2.27,0,0,0,0.0,0.0,1 bath,96.82602739726028,2.0,0.0,11.808270987119208
1137,"Amsterdam, Netherlands",within an hour,100.0,100.0,f,Zeeburg,2,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Boat,Entire home/apt,2.0,2,5,t,0,26,1,1,4.79,4.88,4.92,4.96,4.96,4.74,4.7,f,299.0,299.0,0.0,2.0,4.0,0.31,0,0,0,0.0,0.0,1 bath,74.75,2.0,0.0,0.0
1138,"Amsterdam, Netherlands",within a few hours,100.0,72.0,t,host neighbourhood not available,1,"['email', 'phone', 'work_email']",f,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,6,t,1,57,10,0,4.88,4.95,4.79,4.98,4.96,4.84,4.79,f,237.31506849315068,237.31506849315068,17.616859987898113,1.0,2.0,0.68,1,1,242,152.16438356164383,66.3013698630137,1 bath,118.65753424657534,2.0,0.0,7.423405559435247
1139,"Amsterdam, Netherlands",response not available,94.96734148204736,80.17012104128669,f,host neighbourhood not available,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,1.0,2,15,t,0,19,0,0,4.94,5.0,5.0,5.0,5.0,5.0,4.78,t,161.3972602739726,161.3972602739726,18.080056803332823,2.0,2.0,0.39,0,0,0,0.0,0.0,1 bath,80.6986301369863,1.0,0.0,11.202208000706978
1140,"Amsterdam, Netherlands",within an hour,100.0,100.0,f,Rivierenbuurt,2,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,5,30,t,1,25,3,3,4.8,4.88,4.64,4.96,5.0,4.68,4.68,f,139.97260273972603,139.97260273972603,0.5234239225902162,1.0,2.0,0.35,1,1,1,0.3561643835616438,0.273972602739726,1 bath,69.98630136986301,2.0,0.0,0.3739474099538636
1141,"Amsterdam, Netherlands",within a day,100.0,50.0,f,Oud-West,1,"['email', 'phone', 'work_email']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,1.0,2,10,t,14,19,2,1,4.89,4.95,4.95,4.95,4.95,4.79,4.79,f,257.9945205479452,257.9945205479452,106.80052255604731,1.0,2.0,0.23,17,33,41,44.326027397260276,11.232876712328768,1.5 baths,128.9972602739726,2.0,0.0,41.39643056341566
1142,"Amsterdam, Netherlands",within an hour,100.0,96.0,t,De Pijp,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Private room in townhouse,Private room,1.60261477652782,3,100,t,2,281,44,5,4.98,4.98,4.99,4.99,4.98,4.86,4.87,f,117.2986301369863,117.2986301369863,13.998866645164124,2.0,3.0,3.92,4,17,274,91.09041095890412,75.06849315068493,1 private bath,39.099543378995435,1.5,0.0,11.93438203738241
1143,"Amsterdam, Netherlands",response not available,94.96734148204736,80.17012104128669,f,Hoofddorppleinbuurt,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,2.0,2,1125,t,0,41,0,0,5.0,4.93,5.0,4.95,4.98,4.9,4.9,f,300.0,300.0,0.0,2.0,4.0,0.52,0,0,0,0.0,0.0,1 bath,75.0,2.0,0.0,0.0
1144,"Amsterdam, Netherlands",within a day,90.0,63.0,f,host neighbourhood not available,3,"['email', 'phone']",t,neighbourhood not available,Boat,Entire home/apt,2.0,1,1125,t,1,75,9,0,4.91,4.88,4.69,4.88,4.97,4.95,4.68,f,483.32876712328766,483.32876712328766,75.5616433443876,2.0,4.0,0.89,1,1,230,336.82191780821915,63.013698630136986,1 bath,120.83219178082192,2.0,0.0,15.633591146275247
1145,"Amsterdam, Netherlands",response not available,94.96734148204736,100.0,f,Buiksloterham,1,"['email', 'phone', 'work_email']",t,neighbourhood not available,Entire townhouse,Entire home/apt,3.0,5,20,t,0,12,2,0,4.67,4.67,4.08,4.67,4.92,4.42,4.67,t,180.0,180.0,0.0,3.0,4.0,0.14,0,0,0,0.0,0.0,2.5 baths,45.0,1.3333333333333333,0.0,0.0
1146,"Amsterdam, Netherlands",within a day,100.0,55.0,f,host neighbourhood not available,2,"['email', 'phone']",t,"Amsterdam, North Holland, Netherlands",Entire condo,Entire home/apt,2.0,3,14,t,0,38,4,0,4.97,4.97,4.95,4.97,4.97,4.92,4.68,f,414.24657534246575,414.24657534246575,22.600071004166047,2.0,4.0,0.48,0,0,14,15.89041095890411,3.8356164383561646,1 bath,103.56164383561644,2.0,0.0,5.4557049712437875
1147,"Amsterdam, Netherlands",response not available,94.96734148204736,80.17012104128669,f,host neighbourhood not available,1,"['email', 'phone', 'work_email']",t,"Amsterdam, Noord-Holland, Netherlands",Private room in rental unit,Private room,1.0,3,1125,t,0,107,0,0,4.84,4.82,4.89,4.95,4.96,4.76,4.6,f,100.0,100.0,0.0,1.0,2.0,1.28,0,0,218,59.726027397260275,59.726027397260275,1.5 baths,50.0,2.0,0.0,0.0
1148,"Amsterdam, Netherlands",within a day,60.0,0.0,f,host neighbourhood not available,3,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,3.0,5,30,t,0,10,0,0,4.8,4.9,5.0,5.0,5.0,4.6,4.7,f,349.0,349.0,0.0,5.0,4.0,0.14,0,0,249,238.0849315068493,68.21917808219177,1.5 baths,87.25,0.8,0.0,0.0
1149,"Amsterdam, Netherlands",response not available,94.96734148204736,80.0,f,Jordaan,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,1.0,5,29,t,0,5,0,0,5.0,4.8,5.0,4.8,5.0,5.0,4.8,f,125.3890410958904,125.3890410958904,3.753663472208501,1.0,2.0,0.07,0,0,0,0.0,0.0,1 bath,62.6945205479452,2.0,0.0,2.9936136678307577
1150,"Amsterdam, Netherlands",within an hour,100.0,100.0,t,Amsterdam Centrum,3,"['email', 'phone']",t,neighbourhood not available,Private room in bed and breakfast,Private room,1.0,3,1125,t,3,414,64,5,4.83,4.85,4.69,4.91,4.95,4.98,4.8,f,109.37534246575342,109.37534246575342,23.150343438590777,1.0,2.0,4.91,4,18,161,56.83287671232877,44.109589041095894,1.5 shared baths,54.68767123287671,2.0,0.0,21.165962013640684
1151,"Amsterdam, Netherlands",response not available,94.96734148204736,80.17012104128669,f,Indische Buurt,1,"['email', 'phone', 'work_email']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,1.0,3,1125,t,0,5,0,0,4.8,4.8,4.8,4.4,4.4,4.6,4.8,f,65.0,65.0,0.0,1.0,2.0,0.06,0,0,0,0.0,0.0,1 bath,32.5,2.0,0.0,0.0
1152,"Amsterdam, Netherlands",within a few hours,100.0,26.0,f,Weesperbuurt en Plantage,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire home,Entire home/apt,2.0,2,60,t,7,44,4,1,4.88,4.98,4.93,4.95,4.95,4.88,4.6,f,284.6986301369863,284.6986301369863,9.040028401666413,2.0,4.0,0.54,7,7,7,5.46027397260274,1.9178082191780823,1.5 baths,71.17465753424658,2.0,0.0,3.17529747063296
1153,"Amsterdam, Netherlands",within an hour,100.0,98.0,t,Rivierenbuurt,1,"['email', 'phone', 'work_email']",t,"Amsterdam, Noord-Holland, Netherlands",Private room in rental unit,Private room,1.0,2,3,t,0,314,51,6,4.76,4.86,4.93,4.85,4.9,4.69,4.69,t,95.38356164383562,95.38356164383562,4.034978032084424,1.0,2.0,3.72,1,14,272,71.53972602739726,74.52054794520548,1 private bath,47.69178082191781,2.0,0.0,4.23026563754363
1154,"Amsterdam, Netherlands",within an hour,100.0,100.0,t,De Pijp,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Private room in condo,Private room,1.0,3,30,t,1,370,46,6,4.94,4.92,4.99,4.98,4.98,4.94,4.83,f,112.84931506849315,112.84931506849315,4.5200142008332085,1.0,2.0,4.4,3,19,239,73.91780821917808,65.47945205479452,1 private bath,56.42465753424658,2.0,0.0,4.005353686098862
1155,Netherlands,within a few hours,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire cabin,Entire home/apt,2.0,2,1125,t,1,102,22,2,4.93,4.97,4.98,4.99,4.98,4.7,4.74,f,200.0,200.0,0.0,3.0,4.0,1.21,1,1,2,1.095890410958904,0.547945205479452,1.5 baths,50.0,1.3333333333333333,0.0,0.0
1156,"Amsterdam, Netherlands",within a day,64.0,58.0,f,Museumkwartier,4,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire serviced apartment,Entire home/apt,1.0,4,1125,t,6,90,24,0,4.91,4.9,4.85,4.9,4.93,4.94,4.82,f,381.06849315068496,381.06849315068496,22.87587671239136,1.0,2.0,1.09,17,26,169,174.1095890410959,46.3013698630137,1 bath,190.53424657534248,2.0,0.0,6.003087928695697
1157,"Amsterdam, Netherlands",within an hour,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Private room in rental unit,Private room,1.0,1,30,t,5,459,48,2,4.9,4.93,4.95,4.96,4.96,4.82,4.75,t,210.17808219178082,210.17808219178082,33.09549223386802,1.0,2.0,5.53,25,55,330,192.58904109589042,90.41095890410958,1.5 shared baths,105.08904109589041,2.0,0.0,15.746405090740831
1158,"Amsterdam, Netherlands",response not available,94.96734148204736,80.17012104128669,f,Oost,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire home,Entire home/apt,2.0,4,15,t,0,1,0,0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,f,207.0958904109589,207.0958904109589,27.120085204999235,2.0,6.0,0.01,0,0,0,0.0,0.0,2 baths,34.51598173515982,3.0,0.0,13.095424129944067
