,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,property_type,room_type,bedrooms,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,price,price_avg,price_std,beds,accommodates,reviews_per_month,availability_60,availability_90,availability_365,revenue,booking_rate,bathrooms_text,price_per_person,accom_per_bed,price_surge_percent,price_std_percent
3424,"Amsterdam, Netherlands",within an hour,90.0,99.0,t,host neighbourhood not available,16,['phone'],t,"Amsterdam, Netherlands",Entire rental unit,Entire home/apt,1.0,4,1125,t,3,73,25,1,5.0,4.97,4.99,4.93,4.97,4.7,4.75,t,200.0,200.0,0.0,1.0,2.0,1.84,9,9,70,38.35616438356164,19.17808219178082,1 bath,100.0,2.0,0.0,0.0
3425,"Amsterdam, Netherlands",within an hour,100.0,80.0,f,Oosterparkbuurt,2,"['email', 'phone', 'work_email']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,1.0,5,30,t,0,6,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,263.58082191780824,263.58082191780824,17.680844678729773,3.0,4.0,0.16,0,0,0,0.0,0.0,1 bath,65.89520547945206,1.3333333333333333,0.0,6.707940490542649
3426,Netherlands,within an hour,100.0,100.0,f,Buitenveldert-West,3,"['email', 'phone']",f,"Amsterdam, Noord-Holland, Netherlands",Private room in boat,Private room,2.0,2,1125,t,11,65,20,3,4.55,4.52,4.63,4.75,4.6,4.31,4.38,t,196.9753424657534,196.9753424657534,19.153427524599522,4.0,4.0,1.59,28,54,301,163.0109589041096,82.46575342465754,1 bath,49.24383561643835,1.0,0.0,9.723769119949408
3427,"Amsterdam, Netherlands",within an hour,100.0,36.0,f,host neighbourhood not available,2,"['email', 'phone']",t,"Amsterdam, NH, Netherlands",Entire rental unit,Entire home/apt,3.0,3,9,t,0,10,3,1,4.9,5.0,4.9,4.9,4.9,5.0,4.7,f,234.0,234.0,0.0,1.0,4.0,0.24,0,0,0,0.0,0.0,2 baths,58.5,4.0,0.0,0.0
3428,"Amsterdam, Netherlands",within a few hours,100.0,100.0,f,De Pijp,2,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,2.0,3,5,t,0,17,7,4,5.0,5.0,4.94,5.0,5.0,4.94,4.71,f,635.4794520547945,635.4794520547945,53.466151762721104,2.0,4.0,0.41,0,0,57,117.12328767123287,15.616438356164384,2 baths,158.86986301369862,2.0,0.0,8.41351385789748
3429,host location not available,within a day,90.0,100.0,t,Stadionbuurt,3,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire serviced apartment,Entire home/apt,2.0,1,1125,t,19,9,8,0,4.67,4.56,4.78,5.0,5.0,4.67,4.56,t,622.7068493150684,622.7068493150684,207.42579523743206,2.0,4.0,0.58,45,75,348,577.6767123287672,95.34246575342465,2 baths,155.6767123287671,2.0,0.0,33.31034425999732
3430,"Amsterdam, Netherlands",response not available,94.96734148204736,80.17012104128669,f,Oosterparkbuurt,2,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire condo,Entire home/apt,1.0,2,6,t,0,0,0,0,4.812650872418761,4.84459628324255,4.757246074975969,4.881909644344761,4.888492470362063,4.7789987183595,4.652210829862224,t,140.0,140.0,0.0,1.0,2.0,1.304610212902193,0,0,0,0.0,0.0,1 bath,70.0,2.0,0.0,0.0
3431,"Amsterdam, Netherlands",response not available,94.96734148204736,100.0,f,Weesperbuurt en Plantage,3,"['email', 'phone']",f,neighbourhood not available,Entire rental unit,Entire home/apt,3.0,2,18,t,0,4,0,0,4.75,5.0,4.5,5.0,5.0,4.75,4.25,f,195.0,195.0,0.0,3.0,5.0,0.1,0,0,0,0.0,0.0,2.5 baths,39.0,1.6666666666666667,0.0,0.0
3432,"Amsterdam, Netherlands",within an hour,100.0,100.0,t,host neighbourhood not available,5,"['email', 'phone']",t,"Amsterdam, NH, Netherlands",Entire home,Entire home/apt,1.60261477652782,28,360,t,21,41,12,0,4.9,4.83,4.68,4.95,4.93,4.78,4.71,t,127.84931506849315,127.84931506849315,4.520014200833207,1.0,2.0,1.0,51,81,81,28.36986301369863,22.19178082191781,1 bath,63.92465753424658,2.0,0.0,3.5354230864762033
3433,"Kraków, Poland",response not available,94.96734148204736,80.17012104128669,f,De Wallen,6,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,1.0,3,4,t,0,0,0,0,4.812650872418761,4.84459628324255,4.757246074975969,4.881909644344761,4.888492470362063,4.7789987183595,4.652210829862224,t,236.6164383561644,236.6164383561644,14.656347438801973,2.0,2.0,1.304610212902193,0,0,0,0.0,0.0,1 bath,118.3082191780822,1.0,0.0,6.194137457491715
3434,Netherlands,within an hour,100.0,67.0,f,Oosterparkbuurt,1,"['email', 'phone']",f,"Amsterdam, Noord-Holland, Netherlands",Entire condo,Entire home/apt,1.0,6,365,t,2,0,0,0,4.812650872418761,4.84459628324255,4.757246074975969,4.881909644344761,4.888492470362063,4.7789987183595,4.652210829862224,f,280.0,280.0,0.0,1.0,2.0,1.304610212902193,2,7,282,216.32876712328766,77.26027397260275,1 bath,140.0,2.0,0.0,0.0
3435,Netherlands,response not available,94.96734148204736,80.17012104128669,f,Volewijck,1,"['email', 'phone', 'work_email']",t,"Amsterdam, Noord-Holland, Netherlands",Entire home,Entire home/apt,2.0,2,21,t,0,5,0,0,5.0,5.0,5.0,4.8,5.0,5.0,4.8,f,165.86849315068494,165.86849315068494,14.198909537842226,3.0,4.0,0.13,0,0,0,0.0,0.0,2 baths,41.467123287671235,1.3333333333333333,0.0,8.560341550184026
3436,"Amsterdam, Netherlands",within a few hours,100.0,100.0,f,Oud-West,1,"['email', 'phone']",f,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,1.0,2,30,t,0,10,1,0,5.0,5.0,4.8,5.0,5.0,4.9,4.7,f,202.0109589041096,202.0109589041096,1.6256496287144293,1.0,2.0,0.24,0,0,0,0.0,0.0,1.5 baths,101.0054794520548,2.0,0.0,0.8047333855219663
3437,"Amsterdam, Netherlands",within a day,100.0,63.0,f,host neighbourhood not available,2,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,2.0,4,30,t,0,5,3,2,4.6,4.8,5.0,5.0,5.0,4.8,4.2,f,351.26027397260276,351.26027397260276,10.693054381823998,4.0,4.0,0.12,1,1,72,69.78082191780823,19.726027397260275,1.5 baths,87.81506849315069,1.0,0.0,3.044196903022977
3438,"Amsterdam, Netherlands",within an hour,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Private room in houseboat,Private room,1.0,2,1125,t,1,92,47,8,4.89,4.92,4.91,4.99,4.98,4.77,4.75,t,129.11780821917807,129.11780821917807,0.9375181266750714,2.0,3.0,2.26,1,2,16,5.682191780821918,4.383561643835616,1 private bath,43.03926940639269,1.5,0.0,0.7260951371507407
3439,"Amsterdam, Netherlands",within a few hours,100.0,100.0,f,Oud-West,1,"['email', 'phone']",f,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,1.0,4,10,t,2,3,3,1,5.0,5.0,5.0,5.0,5.0,4.67,4.67,f,180.21917808219177,180.21917808219177,2.085049972669548,1.0,2.0,0.8,2,2,2,1.095890410958904,0.547945205479452,1 bath,90.10958904109589,2.0,0.0,1.1569523259720054
3440,"Amsterdam, Netherlands",within an hour,100.0,100.0,f,Spaarndammer en Zeeheldenbuurt,4,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Private room in houseboat,Private room,1.0,2,1125,t,9,43,15,1,4.84,4.77,4.77,4.88,4.95,4.81,4.79,t,280.1287671232877,280.1287671232877,69.00893691019907,1.0,2.0,1.03,29,51,322,249.7917808219178,88.21917808219179,1.5 baths,140.06438356164384,2.0,0.0,24.63471981791413
3441,"Amsterdam, Netherlands",within an hour,100.0,100.0,f,Spaarndammer en Zeeheldenbuurt,4,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Private room in houseboat,Private room,1.60261477652782,2,1125,t,10,26,6,1,4.88,4.92,4.96,4.96,5.0,4.92,4.77,t,278.1397260273973,278.1397260273973,64.06722675347189,1.0,2.0,0.62,26,53,319,245.22739726027396,87.3972602739726,1.5 baths,139.06986301369864,2.0,0.0,23.03418776904999
3442,"Amsterdam, Netherlands",within an hour,100.0,100.0,t,host neighbourhood not available,4,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,3,125,t,1,22,8,2,4.91,4.91,4.95,4.86,4.95,4.91,4.68,t,350.0,350.0,0.0,2.0,4.0,0.53,15,40,309,296.3013698630137,84.65753424657534,1 bath,87.5,2.0,0.0,0.0
3443,host location not available,within an hour,100.0,100.0,f,Oud-West,2,['phone'],t,neighbourhood not available,Private room in bed and breakfast,Private room,1.0,1,1125,t,4,24,5,1,4.17,4.21,4.42,4.5,4.13,4.67,4.0,t,143.6876712328767,143.6876712328767,43.30343978293726,1.0,2.0,0.59,13,32,148,54.23835616438356,40.54794520547945,1 private bath,71.84383561643835,2.0,0.0,30.137199254036723
3444,"Amsterdam, Netherlands",within a day,50.0,67.0,f,host neighbourhood not available,2,"['email', 'phone']",f,"Amsterdam, Noord-Holland, Netherlands",Entire home,Entire home/apt,5.0,4,30,t,0,4,1,0,4.5,4.67,4.75,4.5,4.67,4.33,4.33,f,161.6164383561644,161.6164383561644,18.183005996260995,6.0,4.0,0.11,0,0,0,0.0,0.0,1.5 baths,40.4041095890411,0.6666666666666666,0.0,11.250715695262354
3445,"Amsterdam, Netherlands",within a few hours,100.0,24.0,f,host neighbourhood not available,3,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Houseboat,Entire home/apt,1.0,1,1125,t,15,18,5,0,4.56,4.39,4.94,4.89,4.89,4.78,3.83,f,298.35890410958905,298.35890410958905,54.50511578877127,2.0,3.0,0.44,32,62,337,272.9013698630137,92.32876712328768,1 bath,99.45296803652968,1.5,0.0,18.268305399309018
3446,"Amsterdam, Netherlands",within an hour,91.0,100.0,f,host neighbourhood not available,8,"['email', 'phone', 'work_email']",t,"Amsterdam, Netherlands",Room in boutique hotel,Hotel room,1.0,1,1125,t,10,93,57,2,4.75,4.74,4.87,4.83,4.89,4.74,4.7,t,171.07397260273973,171.07397260273973,58.02900474885042,3.0,4.0,2.68,22,49,113,58.99178082191781,30.958904109589042,1 bath,42.76849315068493,1.3333333333333333,0.0,33.920416920230615
3447,"Amsterdam, Netherlands",within an hour,100.0,100.0,t,IJplein en Vogelbuurt,1,"['email', 'phone']",t,neighbourhood not available,Private room in bed and breakfast,Private room,2.0,2,100,t,6,66,38,4,4.94,4.95,4.86,4.95,4.95,4.73,4.67,t,182.63013698630138,182.63013698630138,12.910838416135379,2.0,4.0,1.6,9,9,9,3.7260273972602738,2.4657534246575343,1.5 baths,45.657534246575345,2.0,0.0,7.069390971931313
3448,"Amsterdam, Netherlands",response not available,94.96734148204736,80.17012104128669,f,Osdorp,4,"['email', 'phone', 'work_email']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,5,1125,t,0,7,0,0,5.0,5.0,5.0,5.0,5.0,4.57,4.57,f,180.0,180.0,0.0,2.0,4.0,0.17,0,0,0,0.0,0.0,1 bath,45.0,2.0,0.0,0.0
3449,"Amsterdam, Netherlands",within a day,100.0,60.0,f,Oud-West,2,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,1.0,4,7,t,0,3,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,300.0,300.0,0.0,1.0,2.0,0.07,1,1,1,0.821917808219178,0.273972602739726,1 bath,150.0,2.0,0.0,0.0
3450,"Amsterdam, Netherlands",response not available,94.96734148204736,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,1.0,6,1125,t,0,7,4,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,150.3835616438356,150.3835616438356,0.4869206048708865,1.0,2.0,0.28,0,0,0,0.0,0.0,1 bath,75.1917808219178,2.0,0.0,0.32378579117849077
3451,"Amsterdam, Netherlands",response not available,94.96734148204736,80.17012104128669,f,host neighbourhood not available,2,"['email', 'phone', 'work_email']",t,"Amsterdam, NH, Netherlands",Entire rental unit,Entire home/apt,1.0,3,14,t,0,6,0,0,5.0,5.0,5.0,5.0,5.0,4.67,4.83,f,173.84657534246574,173.84657534246574,15.647157539427917,1.0,2.0,0.15,0,15,15,10.232876712328768,4.10958904109589,1.5 baths,86.92328767123287,2.0,0.0,9.000555523514972
3452,"Amsterdam, Netherlands",within an hour,100.0,79.0,f,Oud-West,8,"['email', 'phone', 'work_email']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,1.0,1,1125,t,0,11,3,0,5.0,5.0,4.9,4.9,5.0,4.9,4.7,f,215.61917808219178,215.61917808219178,26.01373610913209,1.0,2.0,0.27,0,0,0,0.0,0.0,1 bath,107.80958904109589,2.0,0.0,12.0646671323531
3453,"Amsterdam, Netherlands",within an hour,100.0,77.0,t,Rivierenbuurt,1,"['email', 'phone']",f,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,1125,t,0,24,9,0,5.0,4.96,4.92,4.96,5.0,4.83,4.63,f,128.76712328767124,128.76712328767124,8.955814226525286,1.0,2.0,0.58,0,0,0,0.0,0.0,1 bath,64.38356164383562,2.0,0.0,6.955047218471765
3454,"Amsterdam, Netherlands",within a few hours,100.0,83.0,t,Jordaan,1,"['email', 'phone', 'work_email']",t,"Amsterdam, Noord-Holland, Netherlands",Private room in rental unit,Private room,1.0,1,2,t,2,47,13,2,5.0,4.98,4.96,5.0,5.0,5.0,4.83,f,120.37260273972603,120.37260273972603,3.7750358514407183,1.0,2.0,1.16,6,6,6,1.8904109589041096,1.643835616438356,1.5 shared baths,60.18630136986302,2.0,0.0,3.1361254683536557
3455,"Amsterdam, Netherlands",within a few hours,100.0,80.0,f,Kadoelen,1,"['email', 'phone']",f,"Amsterdam, Noord-Holland, Netherlands",Houseboat,Entire home/apt,1.0,4,1125,t,0,14,1,0,4.93,5.0,4.93,5.0,4.93,4.86,4.79,f,150.0,150.0,0.0,1.0,2.0,0.34,0,0,129,53.013698630136986,35.342465753424655,1 bath,75.0,2.0,0.0,0.0
3456,"Amsterdam, Netherlands",response not available,94.96734148204736,67.0,f,Jordaan,2,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,3.0,3,25,t,0,6,1,0,4.83,5.0,5.0,4.67,5.0,4.83,4.33,f,259.13424657534244,259.13424657534244,108.80482604234011,2.0,4.0,0.16,0,0,0,0.0,0.0,2 baths,64.78356164383561,2.0,0.0,41.98782194182329
3457,"Amsterdam, Netherlands",response not available,94.96734148204736,80.17012104128669,f,Oostzanerwerf,1,"['email', 'phone']",f,"Amsterdam, Noord-Holland, Netherlands",Entire home,Entire home/apt,3.0,3,28,t,0,5,0,0,5.0,5.0,4.6,5.0,5.0,4.4,4.0,t,142.27397260273972,142.27397260273972,10.510669976309538,4.0,4.0,0.13,0,0,0,0.0,0.0,1.5 baths,35.56849315068493,1.0,0.0,7.387626692380092
3458,"Amsterdam, Netherlands",within an hour,100.0,100.0,t,Volewijck,1,"['email', 'phone', 'work_email']",t,"Amsterdam, Noord-Holland, Netherlands",Private room in houseboat,Private room,1.0,2,1125,t,3,152,63,8,4.89,4.94,4.95,4.99,4.99,4.68,4.72,t,121.74794520547945,121.74794520547945,10.314666150641383,1.0,2.0,3.72,12,42,128,43.23287671232877,35.06849315068493,1 private bath,60.87397260273973,2.0,0.0,8.472148037679698
3459,"Amsterdam, Netherlands",within a few hours,100.0,95.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Private room in houseboat,Private room,2.0,2,1125,t,6,124,65,7,4.93,4.92,4.83,4.96,4.98,4.86,4.73,f,201.75342465753425,201.75342465753425,29.77091139749177,2.0,4.0,3.12,7,20,67,31.284931506849315,18.356164383561644,1 private bath,50.43835616438356,2.0,0.0,14.756087262472157
3460,"Amsterdam, Netherlands",within an hour,96.0,100.0,f,De Pijp,8,"['email', 'phone']",t,"*, Amsterdam, Netherlands",Room in hotel,Private room,1.0,1,1125,t,13,32,7,1,4.31,4.47,4.47,4.81,4.88,4.69,4.44,t,172.78630136986303,172.78630136986303,64.01578041000779,2.0,2.0,0.8,36,60,323,148.813698630137,88.4931506849315,1 bath,86.39315068493151,1.0,0.0,37.04910626738682
3461,"Amsterdam, Netherlands",response not available,94.96734148204736,80.17012104128669,f,Oost,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire home,Entire home/apt,2.0,3,30,t,0,6,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.6,t,295.0,295.0,0.0,3.0,4.0,0.15,0,5,5,4.041095890410959,1.36986301369863,2.5 baths,73.75,1.3333333333333333,0.0,0.0
3462,"Amsterdam, Netherlands",within an hour,100.0,100.0,t,Grachtengordel,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Private room in condo,Private room,1.0,2,7,t,7,101,56,3,4.98,4.9,4.97,5.0,5.0,4.98,4.77,t,129.93424657534246,129.93424657534246,9.066061262045706,1.0,2.0,2.47,20,47,198,70.9041095890411,54.24657534246575,1 shared bath,64.96712328767123,2.0,0.0,6.977422427880662
3463,"Amsterdam, Netherlands",within an hour,100.0,100.0,t,Frederik Hendrikbuurt,3,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,1.0,3,1125,t,0,12,6,0,4.92,5.0,4.92,5.0,5.0,4.92,4.92,f,250.36986301369862,250.36986301369862,11.639628748322073,1.0,2.0,0.33,0,0,4,3.5506849315068494,1.095890410958904,1 bath,125.18493150684931,2.0,0.0,4.64897356583417
3464,"Amsterdam, Netherlands",response not available,94.96734148204736,80.17012104128669,f,Bos en Lommer,1,"['email', 'phone']",f,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,30,t,0,6,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,120.0,120.0,0.0,2.0,4.0,0.15,0,0,0,0.0,0.0,1 bath,30.0,2.0,0.0,0.0
3465,Netherlands,within an hour,100.0,87.0,f,Jordaan,1,"['email', 'phone']",t,"Amsterdam, Netherlands",Houseboat,Entire home/apt,1.0,3,14,t,0,32,12,1,4.97,5.0,4.94,5.0,5.0,4.97,4.66,f,300.0,300.0,0.0,1.0,2.0,0.78,0,0,0,0.0,0.0,1.5 baths,150.0,2.0,0.0,0.0
3466,"Amsterdam, Netherlands",within a day,100.0,67.0,f,Oost,2,"['email', 'phone']",t,neighbourhood not available,Entire home,Entire home/apt,2.0,4,1125,t,0,3,2,1,4.67,4.67,4.67,4.33,4.67,5.0,4.33,f,270.0,270.0,0.0,2.0,4.0,0.08,10,10,83,61.397260273972606,22.73972602739726,1 bath,67.5,2.0,0.0,0.0
3467,host location not available,within a day,100.0,25.0,f,Grachtengordel,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Private room in bed and breakfast,Private room,1.0,2,7,t,0,27,0,0,4.96,4.96,4.96,4.96,4.96,5.0,4.74,f,150.0,150.0,0.0,1.0,2.0,0.65,0,0,33,13.561643835616438,9.04109589041096,1 private bath,75.0,2.0,0.0,0.0
3468,"Amsterdam, Netherlands",within an hour,100.0,98.0,t,Oosterparkbuurt,3,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Private room in rental unit,Private room,1.60261477652782,1,1125,t,2,79,29,4,4.87,4.91,4.66,4.95,4.97,4.84,4.71,t,93.0931506849315,93.0931506849315,5.411839096698112,1.0,1.0,1.91,17,44,314,80.7972602739726,86.02739726027397,1.5 baths,93.0931506849315,1.0,0.0,5.813359046160308
3469,"Amsterdam, Netherlands",within a few hours,100.0,58.0,f,Slotermeer-Noordoost,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire townhouse,Entire home/apt,3.0,2,21,t,0,15,6,0,4.73,4.87,4.73,5.0,5.0,4.8,4.8,f,171.5205479452055,171.5205479452055,14.789465352514094,3.0,4.0,0.39,0,6,6,2.4657534246575343,1.643835616438356,2 baths,42.88013698630137,1.3333333333333333,0.0,8.622561861940172
3470,"Amsterdam, Netherlands",response not available,94.96734148204736,80.17012104128669,f,Indische Buurt,2,"['email', 'phone']",f,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,1.0,2,9,t,0,3,0,0,4.67,5.0,4.33,5.0,5.0,5.0,4.67,t,175.0,175.0,0.0,1.0,2.0,0.08,0,0,0,0.0,0.0,1.5 baths,87.5,2.0,0.0,0.0
3471,host location not available,within a day,90.0,100.0,t,Stadionbuurt,3,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire serviced apartment,Entire home/apt,1.0,1,1125,t,23,2,1,1,5.0,5.0,5.0,5.0,5.0,5.0,4.5,t,372.5068493150685,372.5068493150685,91.79993824480063,1.0,2.0,0.05,50,80,355,357.73972602739724,97.26027397260275,1 bath,186.25342465753425,2.0,0.0,24.643825586990936
3472,host location not available,within a day,90.0,100.0,t,Stadionbuurt,3,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire serviced apartment,Entire home/apt,1.0,1,1125,t,20,18,12,0,4.89,4.94,4.94,4.89,4.83,4.72,4.72,t,342.5068493150685,342.5068493150685,91.79993824480063,1.0,2.0,0.44,49,79,354,328.42739726027395,96.98630136986301,1 bath,171.25342465753425,2.0,0.0,26.80236568359975
3473,"Amsterdam, Netherlands",within an hour,100.0,100.0,t,host neighbourhood not available,4,"['email', 'phone']",t,"Amsterdam, North Holland, Netherlands",Private room in townhouse,Private room,2.0,1,7,t,14,108,28,2,4.59,4.79,4.84,4.89,4.89,4.51,4.56,f,147.24931506849316,147.24931506849316,13.084290590011571,2.0,4.0,2.63,14,14,14,6.0,3.8356164383561646,1 private bath,36.81232876712329,2.0,0.0,8.885807437491577
3474,"Amsterdam, Netherlands",within an hour,75.0,100.0,f,host neighbourhood not available,2,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire home,Entire home/apt,2.0,4,1125,t,0,5,1,1,4.8,4.8,4.6,4.2,4.6,4.4,4.6,f,220.9917808219178,220.9917808219178,23.915084171728076,2.0,4.0,0.12,0,0,64,38.8986301369863,17.534246575342465,1.5 baths,55.24794520547945,2.0,0.0,10.8217075235932
3475,"Amsterdam, Netherlands",response not available,94.96734148204736,80.17012104128669,f,host neighbourhood not available,1,"['email', 'phone']",f,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,1125,t,0,10,0,0,5.0,4.9,5.0,5.0,5.0,4.7,4.9,f,92.99178082191781,92.99178082191781,13.332289085506702,1.0,2.0,0.24,0,0,0,0.0,0.0,1.5 baths,46.49589041095891,2.0,0.0,14.337061800158935
3476,"Amsterdam, Netherlands",response not available,94.96734148204736,80.17012104128669,f,Bos en Lommer,3,"['email', 'phone']",t,"Amsterdam, North Holland, Netherlands",Private room in rental unit,Private room,2.0,2,20,t,0,0,0,0,4.812650872418761,4.84459628324255,4.757246074975969,4.881909644344761,4.888492470362063,4.7789987183595,4.652210829862224,f,200.0027397260274,200.0027397260274,0.052342392259021424,4.0,4.0,1.304610212902193,0,0,0,0.0,0.0,1.5 shared baths,50.00068493150685,1.0,0.0,0.026170837624885715
3477,"Amsterdam, Netherlands",within an hour,100.0,95.0,f,Tuindorp Buiksloot,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Private room in home,Private room,1.0,3,5,t,2,17,10,1,5.0,5.0,5.0,5.0,5.0,4.81,4.81,f,91.18630136986302,91.18630136986302,14.360864431385,2.0,2.0,0.41,5,10,89,22.186301369863013,24.383561643835616,1.5 shared baths,45.59315068493151,1.0,0.0,15.748927432790088
3478,"Amsterdam, Netherlands",within an hour,100.0,100.0,f,Grachtengordel,14,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Private room in rental unit,Private room,1.0,1,200,t,23,238,102,7,4.39,4.55,4.51,4.66,4.55,4.79,4.25,t,157.12328767123287,157.12328767123287,11.300035502083023,2.0,2.0,6.22,49,79,354,152.1917808219178,96.98630136986301,1 shared bath,78.56164383561644,1.0,0.0,7.191827302982221
3479,"Amsterdam, Netherlands",response not available,94.96734148204736,100.0,f,Oostzanerwerf,3,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire townhouse,Entire home/apt,3.0,3,30,t,0,19,5,2,4.79,5.0,4.58,4.95,4.95,4.79,4.74,t,130.6821917808219,130.6821917808219,18.532058223416147,1.0,4.0,0.46,0,0,0,0.0,0.0,2 baths,32.67054794520548,4.0,0.0,14.181012707911894
3480,"Amsterdam, Netherlands",within an hour,100.0,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire townhouse,Entire home/apt,3.0,1,1125,t,0,5,5,2,4.6,4.6,4.6,4.6,4.6,4.6,4.8,f,252.27671232876713,252.27671232876713,36.62585752867739,4.0,4.0,1.38,0,0,1,2.052054794520548,0.273972602739726,2.5 baths,63.06917808219178,1.0,0.0,14.518128601956157
3481,"Amsterdam, Netherlands",within a few hours,100.0,33.0,f,host neighbourhood not available,10,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,2.0,6,1125,t,0,11,2,2,5.0,4.73,4.82,4.82,4.82,4.82,4.45,f,314.7945205479452,314.7945205479452,49.72754308551439,2.0,3.0,0.27,9,10,32,41.0958904109589,8.767123287671232,1.5 baths,104.93150684931506,1.5,0.0,15.796826132474113
3482,"Amsterdam, Netherlands",response not available,94.96734148204736,73.0,f,Oud-West,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Houseboat,Entire home/apt,2.0,1,3,t,0,18,8,0,4.83,4.78,4.94,4.89,4.78,4.94,4.22,f,599.0,599.0,0.0,3.0,4.0,0.44,0,0,0,0.0,0.0,1.5 baths,149.75,1.3333333333333333,0.0,0.0
3483,"Amsterdam, Netherlands",within a few hours,100.0,73.0,t,Bos en Lommer,1,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Entire rental unit,Entire home/apt,1.0,4,14,t,0,11,7,0,5.0,5.0,4.91,5.0,5.0,4.73,5.0,f,136.93972602739726,136.93972602739726,28.935731835358993,1.0,2.0,0.27,0,0,0,0.0,0.0,1.5 baths,68.46986301369863,2.0,0.0,21.130268531112645
3484,"Amsterdam, Netherlands",within a few hours,100.0,24.0,f,host neighbourhood not available,3,"['email', 'phone']",t,"Amsterdam, Noord-Holland, Netherlands",Private room in houseboat,Private room,2.0,1,1125,t,17,4,1,0,4.75,4.75,5.0,4.75,5.0,5.0,4.5,f,422.26027397260276,422.26027397260276,25.506962741110105,2.0,4.0,0.1,37,67,342,393.96712328767126,93.69863013698631,2 baths,105.56506849315069,2.0,0.0,6.040578362047162
